index,actual_time,previous_time,weekday,hour,minute,second,day,month,year
51680,40.0,40.0,6,6,16,46,29,10,2017
51695,-1.0,40.0,6,7,6,47,29,10,2017
51727,10.0,-1.0,6,8,56,50,29,10,2017
51740,10.0,10.0,6,9,16,48,29,10,2017
51756,10.0,10.0,6,10,16,49,29,10,2017
51784,5.0,10.0,6,11,36,49,29,10,2017
51808,15.0,5.0,6,12,26,50,29,10,2017
51813,15.0,15.0,6,12,56,50,29,10,2017
51854,15.0,15.0,6,14,6,50,29,10,2017
51887,20.0,15.0,6,15,6,51,29,10,2017
51923,25.0,20.0,6,16,6,52,29,10,2017
51940,40.0,25.0,6,17,6,52,29,10,2017
51979,40.0,40.0,6,18,6,53,29,10,2017
52013,45.0,40.0,6,19,6,53,29,10,2017
52032,45.0,45.0,6,19,56,53,29,10,2017
52066,45.0,45.0,6,20,46,54,29,10,2017
52098,50.0,45.0,6,21,56,54,29,10,2017
52158,50.0,50.0,6,23,26,55,29,10,2017
52182,50.0,50.0,0,0,16,56,30,10,2017
52212,65.0,50.0,0,1,16,56,30,10,2017
52252,50.0,65.0,0,2,26,56,30,10,2017
52280,45.0,50.0,0,3,16,57,30,10,2017
52308,45.0,45.0,0,4,16,57,30,10,2017
52311,40.0,45.0,0,4,46,57,30,10,2017
52380,-1.0,40.0,0,7,6,59,30,10,2017
52433,30.0,-1.0,0,10,7,0,30,10,2017
52493,40.0,30.0,0,12,57,1,30,10,2017
52547,50.0,40.0,0,14,17,2,30,10,2017
52586,20.0,50.0,0,15,57,2,30,10,2017
52616,20.0,20.0,0,16,57,3,30,10,2017
52696,30.0,20.0,0,19,47,4,30,10,2017
52723,35.0,30.0,0,20,27,5,30,10,2017
52734,40.0,35.0,0,20,57,5,30,10,2017
52778,20.0,40.0,0,22,37,6,30,10,2017
52784,10.0,20.0,0,22,57,6,30,10,2017
52818,20.0,10.0,0,23,57,6,30,10,2017
52857,20.0,20.0,1,1,7,10,31,10,2017
52933,20.0,20.0,1,3,27,8,31,10,2017
52941,-1.0,20.0,1,3,57,8,31,10,2017
52964,20.0,-1.0,1,4,37,8,31,10,2017
53006,35.0,20.0,1,6,7,9,31,10,2017
53029,-1.0,35.0,1,7,7,10,31,10,2017
53035,5.0,-1.0,1,7,17,10,31,10,2017
53053,5.0,5.0,1,8,27,10,31,10,2017
53072,15.0,5.0,1,9,37,11,31,10,2017
53076,45.0,15.0,1,9,57,11,31,10,2017
53113,45.0,45.0,1,11,27,12,31,10,2017
53133,50.0,45.0,1,12,37,12,31,10,2017
53136,50.0,50.0,1,12,47,12,31,10,2017
53156,50.0,50.0,1,13,17,13,31,10,2017
53192,50.0,50.0,1,14,37,14,31,10,2017
53226,50.0,50.0,1,15,57,14,31,10,2017
53250,50.0,50.0,1,16,47,14,31,10,2017
53290,50.0,50.0,1,18,7,15,31,10,2017
53304,55.0,50.0,1,18,47,16,31,10,2017
53333,50.0,55.0,1,19,37,16,31,10,2017
53362,25.0,50.0,1,20,27,16,31,10,2017
53422,30.0,25.0,1,22,47,17,31,10,2017
53477,30.0,30.0,2,0,47,18,1,11,2017
53527,25.0,30.0,2,2,17,19,1,11,2017
53559,5.0,25.0,2,3,37,20,1,11,2017
53584,10.0,5.0,2,4,27,20,1,11,2017
53641,10.0,10.0,2,6,17,21,1,11,2017
53654,-1.0,10.0,2,7,7,21,1,11,2017
53672,10.0,-1.0,2,8,27,22,1,11,2017
53696,10.0,10.0,2,9,57,23,1,11,2017
53709,45.0,10.0,2,10,57,23,1,11,2017
53730,50.0,45.0,2,11,27,24,1,11,2017
53756,50.0,50.0,2,12,47,24,1,11,2017
53812,50.0,50.0,2,14,17,25,1,11,2017
53836,50.0,50.0,2,15,7,25,1,11,2017
53872,45.0,50.0,2,16,17,26,1,11,2017
53923,45.0,45.0,2,18,17,27,1,11,2017
53953,45.0,45.0,2,19,27,27,1,11,2017
53991,40.0,45.0,2,20,57,28,1,11,2017
54040,15.0,40.0,2,22,37,29,1,11,2017
54099,15.0,15.0,3,0,37,30,2,11,2017
54145,10.0,15.0,3,2,7,31,2,11,2017
54184,10.0,10.0,3,3,27,31,2,11,2017
54205,10.0,10.0,3,4,17,31,2,11,2017
54248,10.0,10.0,3,5,57,32,2,11,2017
54278,5.0,10.0,3,7,7,33,2,11,2017
54319,15.0,5.0,3,9,57,34,2,11,2017
54357,25.0,15.0,3,11,17,35,2,11,2017
54382,45.0,25.0,3,12,57,36,2,11,2017
54439,50.0,45.0,3,14,17,36,2,11,2017
54464,50.0,50.0,3,15,7,37,2,11,2017
54523,45.0,50.0,3,17,7,38,2,11,2017
54560,40.0,45.0,3,18,27,38,2,11,2017
54582,40.0,40.0,3,19,7,39,2,11,2017
54590,40.0,40.0,3,19,57,39,2,11,2017
54629,50.0,40.0,3,21,7,40,2,11,2017
54701,45.0,50.0,3,23,27,41,2,11,2017
54702,45.0,45.0,3,23,37,41,2,11,2017
54741,35.0,45.0,4,0,57,43,3,11,2017
54816,35.0,35.0,4,3,27,42,3,11,2017
54844,40.0,35.0,4,4,47,44,3,11,2017
54898,5.0,40.0,4,6,27,44,3,11,2017
54912,-1.0,5.0,4,7,7,44,3,11,2017
54916,5.0,-1.0,4,7,17,45,3,11,2017
54983,5.0,5.0,4,11,7,47,3,11,2017
54991,30.0,5.0,4,11,17,46,3,11,2017
55015,50.0,30.0,4,12,37,47,3,11,2017
55072,50.0,50.0,4,14,27,48,3,11,2017
55132,60.0,50.0,4,16,37,49,3,11,2017
55186,65.0,60.0,4,18,47,50,3,11,2017
55216,65.0,65.0,4,19,37,50,3,11,2017
55242,60.0,65.0,4,20,17,51,3,11,2017
55254,50.0,60.0,4,20,57,51,3,11,2017
55333,20.0,50.0,4,23,17,52,3,11,2017
55382,15.0,20.0,5,1,7,53,4,11,2017
55405,15.0,15.0,5,1,57,53,4,11,2017
55456,10.0,15.0,5,3,37,54,4,11,2017
55484,5.0,10.0,5,4,47,55,4,11,2017
55541,10.0,5.0,5,6,57,56,4,11,2017
55554,10.0,10.0,5,7,7,56,4,11,2017
55583,5.0,10.0,5,9,7,57,4,11,2017
55622,5.0,5.0,5,11,17,58,4,11,2017
55646,5.0,5.0,5,12,17,58,4,11,2017
55649,5.0,5.0,5,12,47,59,4,11,2017
55674,20.0,5.0,5,13,17,59,4,11,2017
55711,40.0,20.0,5,14,48,0,4,11,2017
55746,35.0,40.0,5,15,58,0,4,11,2017
55771,35.0,35.0,5,16,48,1,4,11,2017
55825,40.0,35.0,5,18,28,2,4,11,2017
55831,45.0,40.0,5,18,48,2,4,11,2017
55859,50.0,45.0,5,19,38,2,4,11,2017
55864,50.0,50.0,5,19,58,2,4,11,2017
55950,50.0,50.0,5,22,48,4,4,11,2017
55969,50.0,50.0,5,23,8,4,4,11,2017
56005,50.0,50.0,6,0,8,4,5,11,2017
56069,45.0,50.0,6,2,28,6,5,11,2017
56128,45.0,45.0,6,4,58,7,5,11,2017
56201,45.0,45.0,6,8,8,8,5,11,2017
56215,45.0,45.0,6,9,8,9,5,11,2017
56267,5.0,45.0,6,12,28,10,5,11,2017
56269,10.0,5.0,6,12,38,10,5,11,2017
56287,10.0,10.0,6,13,28,11,5,11,2017
56291,10.0,10.0,6,13,58,11,5,11,2017
56336,20.0,10.0,6,15,8,12,5,11,2017
56374,25.0,20.0,6,16,18,12,5,11,2017
56398,35.0,25.0,6,17,8,12,5,11,2017
56416,40.0,35.0,6,17,58,13,5,11,2017
56458,40.0,40.0,6,19,8,13,5,11,2017
56486,45.0,40.0,6,20,8,13,5,11,2017
56518,45.0,45.0,6,21,8,14,5,11,2017
56534,50.0,45.0,6,21,48,14,5,11,2017
56598,65.0,50.0,6,23,58,15,5,11,2017
56618,4.0,65.0,0,0,18,17,6,11,2017
56693,55.0,4.0,0,2,58,17,6,11,2017
56701,55.0,55.0,0,3,8,17,6,11,2017
56773,55.0,55.0,0,5,58,18,6,11,2017
56796,45.0,55.0,0,6,8,19,6,11,2017
56817,30.0,45.0,0,7,8,19,6,11,2017
56841,5.0,30.0,0,8,8,19,6,11,2017
56858,10.0,5.0,0,9,8,20,6,11,2017
56884,20.0,10.0,0,10,28,20,6,11,2017
56895,30.0,20.0,0,11,8,21,6,11,2017
56927,30.0,30.0,0,12,58,22,6,11,2017
56953,45.0,30.0,0,13,58,22,6,11,2017
56997,60.0,45.0,0,15,18,23,6,11,2017
57052,60.0,60.0,0,17,8,24,6,11,2017
57123,60.0,60.0,0,19,38,25,6,11,2017
57147,60.0,60.0,0,20,28,25,6,11,2017
57196,50.0,60.0,0,22,8,26,6,11,2017
57235,40.0,50.0,0,23,38,27,6,11,2017
57263,20.0,40.0,1,0,38,27,7,11,2017
57309,30.0,20.0,1,2,8,28,7,11,2017
57404,10.0,30.0,1,5,18,30,7,11,2017
57407,10.0,10.0,1,5,28,30,7,11,2017
57410,10.0,10.0,1,5,38,30,7,11,2017
57464,10.0,10.0,1,7,18,31,7,11,2017
57478,5.0,10.0,1,8,8,31,7,11,2017
57498,5.0,5.0,1,9,48,32,7,11,2017
57517,10.0,5.0,1,10,38,32,7,11,2017
57532,15.0,10.0,1,11,18,33,7,11,2017
57552,30.0,15.0,1,12,28,33,7,11,2017
57583,30.0,30.0,1,13,28,34,7,11,2017
57584,45.0,30.0,1,13,38,34,7,11,2017
57617,35.0,45.0,1,14,58,35,7,11,2017
57661,35.0,35.0,1,16,8,35,7,11,2017
57679,40.0,35.0,1,16,58,35,7,11,2017
57737,45.0,40.0,1,18,48,36,7,11,2017
57763,45.0,45.0,1,19,38,36,7,11,2017
57791,55.0,45.0,1,20,18,37,7,11,2017
57809,55.0,55.0,1,21,8,37,7,11,2017
57835,55.0,55.0,1,21,58,37,7,11,2017
57921,25.0,55.0,2,0,28,39,8,11,2017
57953,30.0,25.0,2,1,38,43,8,11,2017
58022,20.0,30.0,2,3,38,40,8,11,2017
58072,15.0,20.0,2,5,28,41,8,11,2017
58076,15.0,15.0,2,5,38,41,8,11,2017
58080,10.0,15.0,2,5,48,41,8,11,2017
58135,10.0,10.0,2,7,38,42,8,11,2017
58152,5.0,10.0,2,8,8,42,8,11,2017
58165,5.0,5.0,2,9,8,43,8,11,2017
58204,25.0,5.0,2,11,38,44,8,11,2017
58240,65.0,25.0,2,13,8,45,8,11,2017
58272,60.0,65.0,2,14,18,45,8,11,2017
58329,60.0,60.0,2,16,18,46,8,11,2017
58355,50.0,60.0,2,17,18,46,8,11,2017
58359,50.0,50.0,2,17,28,47,8,11,2017
58423,45.0,50.0,2,19,38,49,8,11,2017
58452,45.0,45.0,2,20,38,49,8,11,2017
58498,40.0,45.0,2,22,8,49,8,11,2017
58527,40.0,40.0,2,23,8,50,8,11,2017
58602,25.0,40.0,3,1,58,51,9,11,2017
58662,25.0,25.0,3,4,8,53,9,11,2017
58694,20.0,25.0,3,5,8,53,9,11,2017
58703,10.0,20.0,3,5,48,53,9,11,2017
58756,5.0,10.0,3,7,18,54,9,11,2017
58769,5.0,5.0,3,8,8,55,9,11,2017
58789,5.0,5.0,3,9,28,55,9,11,2017
58803,10.0,5.0,3,10,38,55,9,11,2017
58818,20.0,10.0,3,11,18,56,9,11,2017
58841,40.0,20.0,3,12,28,57,9,11,2017
58865,50.0,40.0,3,13,18,57,9,11,2017
58878,60.0,50.0,3,13,58,57,9,11,2017
58925,75.0,60.0,3,15,38,58,9,11,2017
58949,65.0,75.0,3,16,38,59,9,11,2017
58977,50.0,65.0,3,17,38,59,9,11,2017
59008,50.0,50.0,3,18,38,59,9,11,2017
59053,50.0,50.0,3,20,9,1,9,11,2017
59064,45.0,50.0,3,20,49,1,9,11,2017
59092,45.0,45.0,3,21,29,1,9,11,2017
59103,45.0,45.0,3,21,59,1,9,11,2017
59156,30.0,45.0,3,23,19,2,9,11,2017
59233,30.0,30.0,4,2,9,4,10,11,2017
59326,20.0,30.0,4,5,39,5,10,11,2017
59331,10.0,20.0,4,5,49,5,10,11,2017
59389,10.0,10.0,4,7,59,6,10,11,2017
59402,15.0,10.0,4,8,9,7,10,11,2017
59440,20.0,15.0,4,10,49,8,10,11,2017
59477,25.0,20.0,4,12,19,9,10,11,2017
59507,35.0,25.0,4,13,39,9,10,11,2017
59528,35.0,35.0,4,14,9,10,10,11,2017
59539,40.0,35.0,4,14,39,10,10,11,2017
59601,15.0,40.0,4,16,49,11,10,11,2017
59630,20.0,15.0,4,17,39,11,10,11,2017
59661,20.0,20.0,4,18,39,12,10,11,2017
59692,30.0,20.0,4,19,29,13,10,11,2017
59724,25.0,30.0,4,20,29,13,10,11,2017
59749,35.0,25.0,4,21,29,13,10,11,2017
59819,30.0,35.0,4,23,59,14,10,11,2017
59832,30.0,30.0,5,0,9,15,11,11,2017
59854,40.0,30.0,5,0,59,15,11,11,2017
59933,30.0,40.0,5,3,29,17,11,11,2017
59935,45.0,30.0,5,3,39,16,11,11,2017
59941,40.0,45.0,5,3,59,17,11,11,2017
59984,10.0,40.0,5,5,9,17,11,11,2017
59991,15.0,10.0,5,5,39,17,11,11,2017
60043,20.0,15.0,5,7,49,18,11,11,2017
60058,-1.0,20.0,5,8,9,19,11,11,2017
60065,20.0,-1.0,5,8,39,19,11,11,2017
60078,10.0,20.0,5,9,19,19,11,11,2017
60114,15.0,10.0,5,11,29,20,11,11,2017
60117,20.0,15.0,5,11,39,20,11,11,2017
60137,15.0,20.0,5,12,29,21,11,11,2017
60153,15.0,15.0,5,13,9,21,11,11,2017
60170,20.0,15.0,5,13,59,21,11,11,2017
60191,20.0,20.0,5,14,29,22,11,11,2017
60221,45.0,20.0,5,15,49,22,11,11,2017
60248,50.0,45.0,5,16,59,23,11,11,2017
60277,40.0,50.0,5,17,59,23,11,11,2017
60306,45.0,40.0,5,18,49,24,11,11,2017
60339,50.0,45.0,5,19,49,25,11,11,2017
60368,50.0,50.0,5,20,39,25,11,11,2017
60385,50.0,50.0,5,21,9,25,11,11,2017
60480,50.0,50.0,6,0,9,27,12,11,2017
60490,50.0,50.0,6,0,39,27,12,11,2017
60515,45.0,50.0,6,1,9,27,12,11,2017
60586,50.0,45.0,6,3,49,29,12,11,2017
60606,50.0,50.0,6,4,9,29,12,11,2017
60636,45.0,50.0,6,5,29,30,12,11,2017
60638,45.0,45.0,6,5,49,29,12,11,2017
60691,65.0,45.0,6,7,19,30,12,11,2017
60711,-1.0,65.0,6,8,9,31,12,11,2017
60750,15.0,-1.0,6,10,39,32,12,11,2017
60770,20.0,15.0,6,11,59,32,12,11,2017
60812,20.0,20.0,6,13,29,33,12,11,2017
60826,20.0,20.0,6,13,59,33,12,11,2017
60864,20.0,20.0,6,15,9,34,12,11,2017
60885,30.0,20.0,6,15,59,35,12,11,2017
60918,40.0,30.0,6,16,59,35,12,11,2017
60944,50.0,40.0,6,17,59,35,12,11,2017
60999,55.0,50.0,6,19,19,36,12,11,2017
61024,60.0,55.0,6,20,9,37,12,11,2017
61057,65.0,60.0,6,21,9,37,12,11,2017
61073,75.0,65.0,6,21,59,37,12,11,2017
61154,80.0,75.0,0,0,29,41,13,11,2017
61180,90.0,80.0,0,1,19,39,13,11,2017
61212,10.0,90.0,1,5,29,3,14,11,2017
61265,10.0,10.0,1,7,39,17,14,11,2017
61280,-1.0,10.0,1,8,9,17,14,11,2017
61336,5.0,-1.0,1,11,59,19,14,11,2017
61354,30.0,5.0,1,12,19,19,14,11,2017
61375,45.0,30.0,1,13,19,19,14,11,2017
61385,40.0,45.0,1,13,59,20,14,11,2017
61410,40.0,40.0,1,14,39,20,14,11,2017
61446,50.0,40.0,1,15,49,21,14,11,2017
61500,55.0,50.0,1,17,19,21,14,11,2017
61525,55.0,55.0,1,18,9,22,14,11,2017
61567,55.0,55.0,1,19,59,23,14,11,2017
61587,55.0,55.0,1,20,29,24,14,11,2017
61616,50.0,55.0,1,21,19,24,14,11,2017
61672,20.0,50.0,1,23,19,24,14,11,2017
61699,20.0,20.0,2,0,19,26,15,11,2017
61705,15.0,20.0,2,0,29,25,15,11,2017
61774,20.0,15.0,2,2,59,26,15,11,2017
61787,25.0,20.0,2,3,9,26,15,11,2017
61836,20.0,25.0,2,4,59,27,15,11,2017
61853,20.0,20.0,2,5,29,27,15,11,2017
61854,20.0,20.0,2,5,49,27,15,11,2017
61905,5.0,20.0,2,7,19,28,15,11,2017
61923,-1.0,5.0,2,8,9,29,15,11,2017
61939,5.0,-1.0,2,9,19,29,15,11,2017
61977,10.0,5.0,2,11,9,30,15,11,2017
62022,20.0,10.0,2,13,19,31,15,11,2017
62036,45.0,20.0,2,13,59,31,15,11,2017
62141,70.0,45.0,2,17,49,33,15,11,2017
62162,55.0,70.0,2,18,19,34,15,11,2017
62189,45.0,55.0,2,19,9,34,15,11,2017
62217,35.0,45.0,2,20,9,35,15,11,2017
62272,30.0,35.0,2,22,19,36,15,11,2017
62276,35.0,30.0,2,22,29,36,15,11,2017
62308,20.0,0.0,2,23,29,36,15,11,2017
